Nitesh V. Chawla,University of Notre Dame
Nitin H. Vaidya,Univ. of Illinois at Urbana-Champaign
Noah Snavely,Cornell University
Noboru Matsuda,North Carolina State University
Nodari Sitchinava,University of Hawaii at Manoa
Nolen Scaife,University of Colorado Boulder
Nora Ayanian,University of Southern California
Noriko Tomuro,DePaul University
Norman I. Badler,University of Pennsylvania
Norman Makoto Su,Indiana University
Norman M. Sadeh,Carnegie Mellon University
Norman Ramsey,Tufts University
Norman S. Matloff,University of California - Davis
Nuno Bandeira,University of California - San Diego
Octav Chipara,University of Iowa
Odelia Schwartz,University of Miami
Odest Chadwicke Jenkins,University of Michigan
Olac Fuentes,University of Texas - El Paso
Olfa Nasraoui,University of Louisville
Olga G. Troyanskaya,Princeton University
Olga Papaemmanouil,Brandeis University
Olga Russakovsky,Princeton University
Olga Vitek,Northeastern University
Olgica Milenkovic,Univ. of Illinois at Urbana-Champaign
Olin Shivers,Northeastern University
Oliver Cossairt,Northwestern University
Oliver Eulenstein,Iowa State University
Oliver Kennedy,University at Buffalo
Oluwasanmi Koyejo,Univ. of Illinois at Urbana-Champaign
Omar Chowdhury,University of Iowa
Ömer Egecioglu,University of California - Santa Barbara
Omer Reingold,Stanford University
Omkant Pandey,Stony Brook University
Omprakash Gnawali,University of Houston
Omri Weinstein,Columbia University
Ophir Frieder,Georgetown University
Oscar H. Ibarra,University of California - Santa Barbara
Ouri Wolfson,Univ. of Illinois at Urbana-Champaign
Oussama Khatib,Stanford University
Ovidiu Daescu,University of Texas at Dallas
Owen Arden,University of California - Santa Cruz
Özlem Uzuner,University at Albany - SUNY
Pablo A. Parrilo,Massachusetts Institute of Technology
Padhraic Smyth,University of California - Irvine
Padma Raghavan,Vanderbilt University
Padmini Srinivasan,University of Iowa
Paige Rodeghero,Clemson University
Paliath Narendran,University at Albany - SUNY
Pamela J. Wisniewski,University of Central Florida
Panagiotis Manolios,Northeastern University
Pang-Ning Tan,Michigan State University
Pankaj K. Agarwal,Duke University
Pan Li 0005,Purdue University
Panos J. Antsaklis,University of Notre Dame
Panos K. Chrysanthis,University of Pittsburgh
Panruo Wu,University of Houston
Pan Xu 0001,NJIT
Paolo A. G. Sivilotti,Ohio State University
Parasara Sridhar Duggirala,University of North Carolina
Paraschos Koutris,University of Wisconsin - Madison
Parisa Kordjamshidi,Tulane University
Paris Avgeriou,University of Groningen
Paris Smaragdis,Univ. of Illinois at Urbana-Champaign
Parris K. Egbert,Brigham Young University
Partha Dasgupta,Arizona State University
Partha Pratim Pande,Washington State University
Parth H. Pathak,George Mason University
Parvathi Chundi,University of Nebraska - Omaha
Pat Hanrahan,Stanford University
Pat Pannuto,University of California - San Diego
Patrick Carrington,Carnegie Mellon University
Patrick Chiang,Oregon State University
Patrick Crowley,Washington University in St. Louis
Patrick C. Shih,Indiana University
Patrick D. Krolak,University of Massachusetts Lowell
Patrick Drew McDaniel,Pennsylvania State University
Patrick Gage Kelley,University of New Mexico
Patrick G. Bridges,University of New Mexico
Patrick Henry Winston,Massachusetts Institute of Technology
Patrick H. Madden,Binghamton University
Patrick Jaillet,Massachusetts Institute of Technology
Patrick J. Flynn,University of Notre Dame
Patrick Martin 0001,Queen’s University
Patrick Traynor,University of Florida
Paul A. Fishwick,University of Texas at Dallas
Paul Ammann,George Mason University
Paul Barford,University of Wisconsin - Madison
Paul Beame,University of Washington
Paul Dourish,University of California - Irvine
Paul D. Seymour,Princeton University
Paul Gazzillo,University of Central Florida
Paul G. Constantine,University of Colorado Boulder
Paul Gratz,Texas A&M University
Paul Hand,Northeastern University
Paul Medvedev,Pennsylvania State University
Paul Pearce,Georgia Institute of Technology
Paul Rosen,University of South Florida
Paul R. Schrater,University of Minnesota
Paul S. Rosenbloom,University of Southern California
Paul Tarau,University of North Texas
Paul T. Tymann,Rochester Institute of Technology
Paul Valiant,Brown University
Pavel A. Pevzner,University of California - San Diego
Pavel Panchekha,University of Utah
Pavel Skums,Georgia State University
Pavithra Prabhakar,Kansas State University
Pavol Cerný,University of Colorado Boulder
P. David Stotts,University of North Carolina
Pearl Y. Wang,George Mason University
Pedro F. Felzenszwalb,Brown University
Pedro Fonseca 0001,Purdue University
Pedro Lopes 0001,University of Chicago
Peixiang Zhao,Florida State University
Peiyi Tang,University of Arkansas - Little Rock
Pen-Chung Yew,University of Minnesota
Pengcheng Shi,Rochester Institute of Technology
Peng-Jun Wan,Illinois Institute of Technology
Peng Liu 0005,Pennsylvania State University
Pengyu Hong,Brandeis University
Penny Rheingans,Univ. of Maryland - Baltimore County
Periklis A. Papakonstantinou,Rutgers University
Perry Alexander,University of Kansas
Peter A. Bloniarz,University at Albany - SUNY
Peter A. Dinda,Northwestern University
Peter A. Heeman,OHSU
Peter Alvaro,University of California - Santa Cruz
Peter Braß,CUNY
Peter Desnoyers,Northeastern University
Péter Gács,Boston University
Peter J. Denning,Naval Postgraduate School
Peter J. Downey,University of Arizona
Peter J. Haas,University of Massachusetts Amherst
Peter J. Keleher,University of Maryland - College Park
Peter J. Sadowski,University of Hawaii at Manoa
Peter J. Varman,Rice University
Peter K. Allen,Columbia University
Peter Kazanzides,Johns Hopkins University
Peter L. Bartlett,University of California - Berkeley
Peter M. Chen,University of Michigan
Peter-Michael Seidel,University of Hawaii at Manoa
Peter Milder,Stony Brook University
Peter M. Kogge,University of Notre Dame
Peter N. Belhumeur,Columbia University
Peter Nelson,University of Illinois at Chicago
Peter Scheuermann,Northwestern University
Peter Schröder,California Institute of Technology
Peter Steenkiste,Carnegie Mellon University
Peter Stone,University of Texas at Austin
Peter Szolovits,Massachusetts Institute of Technology
Peter Winkler 0001,Dartmouth College
Peter Z. Revesz,University of Nebraska
Petko Bogdanov,University at Albany - SUNY
Petros Drineas,Purdue University
Philip Brisk,University of California - Riverside
Philip H. Sweany,University of North Texas
Philip J. Guo,University of California - San Diego
Philip J. Hatcher,University of New Hampshire
Philip K. McKinley,Michigan State University
Philip Levis,Stanford University
Philip M. Johnson,University of Hawaii at Manoa
Philip N. Klein,Brown University
Philipp Koehn,Johns Hopkins University
Philipp Krähenbühl,University of Texas at Austin
Philippos Mordohai,Stevens Institute of Technology
Philip Resnik,University of Maryland - College Park
Philip S. Thomas,University of Massachusetts Amherst
Philip S. Yu,University of Illinois at Chicago
Phil Kearns,College of William and Mary
Phillip B. Gibbons,Carnegie Mellon University
Phillip Isola,Massachusetts Institute of Technology
Phillip M. Dickens,University of Maine
Phillip Rogaway,University of California - Davis
Phoebe Sengers,Cornell University
Phokion G. Kolaitis,University of California - Santa Cruz
Pierre Baldi,University of California - Irvine
Pieter Abbeel,University of California - Berkeley
Pieter Peers,College of William and Mary
Pietro Perona,California Institute of Technology
Pinaki Mazumder,University of Michigan
Ping Ji 0002,CUNY
Ping Li 0001,Rutgers University
Ping Yang 0002,Binghamton University
Piotr Berman,Pennsylvania State University
Piotr Indyk,Massachusetts Institute of Technology
Piotr J. Gmytrasiewicz,University of Illinois at Chicago
Piyush Kumar,Florida State University
P. Madhusudan,Univ. of Illinois at Urbana-Champaign
Polina Golland,Massachusetts Institute of Technology
Po-Ling Loh,University of Wisconsin - Madison
Poorvi L. Vora,George Washington University
Pooyan Jamshidi,University of South Carolina
Prabal Dutta,University of California - Berkeley
Prabhat Mishra,University of Florida
Pradeep K. Khosla,University of California - San Diego
Pradeep K. Murukannaiah,Rochester Institute of Technology
Pradeep Ravikumar,Carnegie Mellon University
Pradeep Sen,University of California - Santa Barbara
Pradip K. Srimani,Clemson University
Prakash Ishwar,Boston University
Pramod K. Varshney,Syracuse University
Pranjal Awasthi,Rutgers University
Prasad Calyam,University of Missouri
Prasad Jayanti,Dartmouth College
Prasad Raghavendra,University of California - Berkeley
Prasad Tadepalli,Oregon State University
Prasad Tetali,Georgia Institute of Technology
Prasant Mohapatra,University of California - Davis
Prashant Doshi,University of Georgia
Prashant J. Shenoy,University of Massachusetts Amherst
Prasun Dewan,University of North Carolina
Prasun Sinha,Ohio State University
Pratap Tokekar,University of Maryland - College Park
Prateek Mittal,Princeton University
Predrag Radivojac,Northeastern University
Premkumar T. Devanbu,University of California - Davis
Prithviraj Dasgupta,University of Nebraska - Omaha
Priya Narasimhan,Carnegie Mellon University
P. Sadayappan,University of Utah
P. Thomas Fletcher,University of Virginia
Qi Alfred Chen,University of California - Irvine
Qiang Liu 0001,University of Texas at Austin
Qiang Tang 0005,NJIT
Qiang Zeng 0001,University of South Carolina
Qiang Zhu 0001,University of Michigan-Dearborn
Qiaozhu Mei,University of Michigan
Qi Cheng,University of Oklahoma
Qi Han,Colorado School of Mines
Qi Li 0012,Iowa State University
Qing Cao,University of Tennessee
Qinghua Li,University of Arkansas
Qing Yang,Montana State University
Qingyao Ai,University of Utah
Qing Yi,Univ. of Colorado Colorado Springs
Qin Lv,University of Colorado Boulder
Qinru Qiu,Syracuse University
Qin Zhang 0001,Indiana University
Qirun Zhang,Georgia Institute of Technology
Qi Tian 0001,University of Texas at San Antonio
Qiuming Zhu,University of Nebraska - Omaha
Qi-Xing Huang,University of Texas at Austin
Qi Yu 0001,Rochester Institute of Technology
Qi Zhu 0002,Northwestern University
Quanquan Gu,University of California - Los Angeles
Quentin F. Stout,University of Michigan
Quinn Snell,Brigham Young University
Qun Li,College of William and Mary
Rabi N. Mahapatra,Texas A&M University
Rachel Rudinger,University of Maryland - College Park
Rachit Agarwal 0001,Cornell University
Rada Chirkova,North Carolina State University
Rada Mihalcea,University of Michigan
Radha Jagadeesan,DePaul University
Radhika Mittal,Univ. of Illinois at Urbana-Champaign
Radhika Nagpal,Harvard University
Radu Marculescu,Carnegie Mellon University
Radu Sion,Stony Brook University
Radu Stoleru,Texas A&M University
Radu Teodorescu,Ohio State University
Rafael M. Frongillo,University of Colorado Boulder
Rafael Pass,Cornell University
Rafail Ostrovsky,University of California - Los Angeles
Raffi Khatchadourian,CUNY
Raghu Machiraju,Ohio State University
Raghu Meka,University of California - Los Angeles
Ragib Hasan,University of Alabama - Birmingham
Ragunathan Rajkumar,Carnegie Mellon University
Rahul C. Basole,Georgia Institute of Technology
Rahul Chatterjee 0001,University of Wisconsin - Madison
Rahul Mangharam,University of Pennsylvania
Rahul Sarpeshkar,Massachusetts Institute of Technology
Rahul Shah,Louisiana State University - Baton Rouge
Rahul Simha,George Washington University
Raissa M. D'Souza,University of California - Davis
Raj Acharya,Indiana University
Raj Bhatnagar,University of Cincinnati
Rajeev Alur,University of Pennsylvania
Rajeev Balasubramonian,University of Utah
Rajeev Barua,University of Maryland - College Park
Rajendra V. Boppana,University of Texas at San Antonio
Rajesh K. Gupta 0001,University of California - San Diego
Rajesh P. N. Rao,University of Washington
Rajit Manohar,Yale University
Rajiv Gupta 0001,University of California - Riverside
Rajiv K. Kalia,University of Southern California
Raj Jain,Washington University in St. Louis
Rajmohan Rajaraman,Northeastern University
Raj Reddy,Carnegie Mellon University
Rajshekhar Sunderraman,Georgia State University
Raju Rangaswami,Florida International University
Rakesh Bobba,Oregon State University
Rakesh Kumar 0002,Univ. of Illinois at Urbana-Champaign
Rakesh V. Vohra,University of Pennsylvania
Raluca A. Popa,University of California - Berkeley
Rama Chellappa,University of Maryland - College Park
Ramakant Nevatia,University of Southern California
Ramakrishnan Durairajan,University of Oregon
Ramakrishna Thurimella,University of Denver
Ramalingam Sridhar,University at Buffalo
Ramamohan Paturi,University of California - San Diego
Ramana Rao Kompella,Purdue University
Raman Arora,Johns Hopkins University
Ramani Duraiswami,University of Maryland - College Park
Ram Dantu,University of North Texas
Ramesh Govindan,University of Southern California
Ramesh Jain,University of California - Irvine
Ramesh Kolluru,University of Louisiana - Lafayette
Ramesh K. Sitaraman,University of Massachusetts Amherst
Ramez Elmasri,University of Texas at Arlington
Ramgopal R. Mettu,Tulane University
Rami G. Melhem,University of Pittsburgh
Ramin Zabih,Cornell University
Ramyaa,New Mexico Tech
Ran Canetti,Boston University
Rance Cleaveland,University of Maryland - College Park
Randal C. Burns,Johns Hopkins University
Randal C. Nelson,University of Rochester
Randal E. Bryant,Carnegie Mellon University
